,age,job,marital,education,balance,housing,duration,campaign,approval
3883,57.0,admin.,married,secondary,169,no,180.0,1,no
3884,36.0,self-employed,married,tertiary,506,no,47.0,1,no
3885,41.0,entrepreneur,married,secondary,1249,yes,391.0,1,no
3886,36.0,management,single,tertiary,678,no,85.0,3,no
3887,27.0,management,single,tertiary,212,yes,373.0,1,no
3888,37.0,technician,divorced,secondary,23,no,289.0,2,no
3889,47.0,management,single,tertiary,4402,no,805.0,1,yes
3890,31.0,services,divorced,primary,459,yes,623.0,1,yes
3891,39.0,self-employed,married,secondary,4722,yes,483.0,1,no
3892,35.0,admin.,divorced,tertiary,1555,yes,26.0,2,no
3893,40.0,blue-collar,married,secondary,61,yes,112.0,3,no
3894,38.0,management,single,tertiary,0,yes,213.0,2,no
3895,31.0,technician,married,secondary,3706,yes,129.0,1,no
3896,36.0,blue-collar,married,primary,1177,no,330.0,1,yes
3897,53.0,management,married,primary,2096,no,104.0,1,no
3898,59.0,blue-collar,married,primary,748,no,184.0,1,no
3899,29.0,management,single,tertiary,3357,no,120.0,3,no
3900,30.0,admin.,single,secondary,3809,yes,159.0,4,no
3901,52.0,admin.,married,secondary,395,yes,391.0,3,no
3902,55.0,blue-collar,married,secondary,1011,yes,112.0,2,no
3903,56.0,blue-collar,married,primary,420,yes,76.0,1,no
3904,32.0,admin.,married,secondary,76,yes,189.0,2,no
3905,24.0,blue-collar,married,secondary,0,no,94.0,1,no
3906,51.0,blue-collar,married,primary,844,yes,184.0,3,no
3907,36.0,management,married,tertiary,1318,yes,100.0,2,no
3908,36.0,technician,married,tertiary,167,yes,57.0,1,no
3909,42.0,management,married,tertiary,2187,yes,525.0,3,yes
3910,49.0,admin.,married,secondary,14440,yes,60.0,1,no
3911,48.0,management,married,secondary,2294,yes,251.0,11,no
3912,36.0,management,married,secondary,80,yes,251.0,3,no
3913,48.0,management,married,primary,2537,no,219.0,6,no
3914,30.0,technician,married,tertiary,569,no,976.0,12,yes
3915,27.0,management,single,tertiary,0,no,46.0,1,no
3916,38.0,entrepreneur,married,tertiary,0,yes,185.0,3,no
3917,36.0,technician,single,secondary,12,no,587.0,2,yes
3918,45.0,technician,married,secondary,49,no,65.0,2,no
3919,44.0,housemaid,married,tertiary,460,no,491.0,1,no
3920,42.0,technician,married,secondary,613,yes,432.0,2,no
3921,37.0,entrepreneur,married,tertiary,7944,no,102.0,1,no
3922,48.0,blue-collar,married,secondary,1143,yes,264.0,1,no
3923,57.0,retired,married,primary,-464,yes,75.0,1,no
3924,44.0,services,married,secondary,1989,yes,106.0,2,no
3925,48.0,technician,married,secondary,17,yes,81.0,1,no
3926,56.0,retired,married,primary,-1,no,89.0,23,no
3927,37.0,management,married,tertiary,1698,yes,95.0,2,no
3928,47.0,blue-collar,married,secondary,5306,yes,322.0,1,no
3929,54.0,housemaid,married,unknown,0,no,94.0,5,no
3930,51.0,retired,divorced,secondary,1679,no,417.0,1,yes
3931,47.0,admin.,married,secondary,3676,no,567.0,1,yes
3932,25.0,management,married,tertiary,-242,yes,600.0,4,yes
3933,39.0,services,single,secondary,471,no,5.0,1,no
3934,40.0,management,married,tertiary,8902,yes,464.0,5,no
3935,38.0,management,single,tertiary,1704,no,222.0,1,no
3936,34.0,management,married,tertiary,3050,yes,469.0,1,yes
3937,53.0,housemaid,married,primary,2581,no,99.0,1,no
3938,32.0,services,married,secondary,162,yes,297.0,2,no
3939,35.0,blue-collar,married,secondary,243,yes,41.0,3,no
3940,24.0,student,single,secondary,1847,no,390.0,1,no
3941,58.0,blue-collar,married,primary,0,yes,535.0,2,no
3942,49.0,management,married,primary,3371,no,269.0,2,yes
3943,45.0,services,single,secondary,1757,yes,1010.0,3,no
3944,55.0,management,married,tertiary,171,yes,73.0,6,no
3945,42.0,entrepreneur,married,tertiary,157,yes,650.0,1,no
3946,28.0,admin.,married,secondary,934,yes,53.0,2,no
3947,48.0,blue-collar,married,secondary,-19,no,270.0,1,no
3948,51.0,management,single,tertiary,-55,yes,119.0,6,no
3949,38.0,housemaid,married,primary,21,no,634.0,2,no
3950,27.0,blue-collar,single,secondary,14,no,72.0,2,no
3951,50.0,technician,single,secondary,246,yes,270.0,1,no
3952,44.0,blue-collar,married,primary,887,yes,165.0,2,no
3953,40.0,management,married,tertiary,51,no,164.0,2,no
3954,29.0,services,single,secondary,-287,yes,196.0,1,no
3955,34.0,services,married,secondary,0,yes,78.0,4,no
3956,44.0,self-employed,single,tertiary,2734,yes,897.0,4,yes
3957,50.0,entrepreneur,married,tertiary,52,no,22.0,8,no
3958,34.0,management,married,tertiary,2594,yes,161.0,3,no
3959,54.0,retired,divorced,primary,22,no,23.0,4,no
3960,34.0,technician,married,tertiary,1611,yes,490.0,2,no
3961,34.0,admin.,single,tertiary,18,yes,359.0,1,yes
3962,52.0,blue-collar,married,primary,1331,yes,213.0,2,no
3963,60.0,unknown,married,unknown,7337,no,122.0,1,no
3964,39.0,management,single,secondary,835,yes,587.0,4,no
3965,58.0,retired,married,primary,5092,no,199.0,6,no
3966,41.0,technician,divorced,secondary,52,no,261.0,2,no
3967,48.0,technician,married,secondary,10655,no,5.0,3,no
3968,58.0,management,married,tertiary,1831,no,1531.0,1,no
3969,40.0,self-employed,married,primary,92,yes,92.0,1,no
3970,48.0,management,married,tertiary,586,yes,179.0,2,no
3971,52.0,blue-collar,divorced,primary,1758,yes,41.0,1,no
3972,50.0,self-employed,married,secondary,2061,yes,197.0,2,no
3973,25.0,technician,single,secondary,959,no,144.0,5,no
3974,54.0,retired,married,primary,208,no,255.0,1,no
3975,34.0,services,married,secondary,-315,yes,56.0,2,no
3976,48.0,management,married,tertiary,-13,yes,20.0,6,no
3977,37.0,admin.,married,tertiary,801,no,331.0,7,no
3978,66.0,retired,married,tertiary,1948,no,216.0,1,yes
3979,32.0,management,single,tertiary,751,yes,64.0,1,no
3980,45.0,blue-collar,married,secondary,784,yes,34.0,1,no
3981,43.0,blue-collar,single,secondary,24,no,68.0,1,no
3982,41.0,management,married,tertiary,72,yes,764.0,3,no
3983,40.0,technician,divorced,tertiary,1871,yes,64.0,1,no
3984,44.0,services,single,secondary,1378,yes,257.0,2,no
3985,43.0,blue-collar,married,primary,188,yes,58.0,3,no
3986,30.0,unknown,single,tertiary,6836,no,30.0,3,no
3987,32.0,services,married,secondary,61,yes,529.0,5,no
3988,57.0,admin.,married,secondary,-967,yes,8.0,7,no
3989,31.0,blue-collar,single,tertiary,462,yes,147.0,1,no
3990,49.0,unknown,married,secondary,0,no,173.0,2,no
3991,31.0,admin.,single,secondary,5527,yes,132.0,1,no
3992,41.0,admin.,married,tertiary,1287,no,286.0,1,no
3993,44.0,management,married,tertiary,17361,no,476.0,1,no
3994,54.0,entrepreneur,married,unknown,1956,no,221.0,5,no
3995,37.0,blue-collar,divorced,secondary,0,yes,146.0,4,yes
3996,34.0,management,married,secondary,-294,yes,532.0,2,no
3997,43.0,technician,married,secondary,275,no,69.0,6,no
3998,44.0,management,married,tertiary,724,yes,157.0,2,no
3999,44.0,services,married,secondary,27,no,485.0,1,no
4000,53.0,admin.,divorced,secondary,26,yes,56.0,1,no
4001,36.0,technician,married,secondary,191,no,69.0,1,no
4002,58.0,technician,divorced,secondary,-123,no,131.0,2,no
4003,26.0,student,single,secondary,-147,no,95.0,2,no
4004,34.0,technician,single,secondary,179,no,294.0,3,no
4005,55.0,blue-collar,married,primary,1086,yes,146.0,1,no
4006,55.0,blue-collar,married,secondary,471,yes,58.0,2,no
4007,34.0,entrepreneur,married,tertiary,105,yes,249.0,2,no
4008,41.0,entrepreneur,divorced,secondary,1588,yes,10.0,8,no
4009,38.0,housemaid,divorced,secondary,70,no,255.0,3,yes
4010,28.0,blue-collar,single,secondary,2700,no,337.0,4,no
4011,41.0,technician,married,secondary,1602,yes,142.0,1,no
4012,30.0,admin.,married,tertiary,0,yes,209.0,2,no
4013,39.0,technician,married,unknown,839,no,825.0,2,no
4014,41.0,admin.,married,secondary,21515,yes,87.0,1,no
4015,36.0,technician,married,secondary,5902,yes,219.0,4,no
4016,37.0,management,married,tertiary,547,yes,143.0,1,no
4017,59.0,self-employed,married,tertiary,3800,no,70.0,1,no
4018,26.0,technician,single,secondary,261,yes,371.0,2,no
4019,43.0,technician,married,secondary,0,yes,539.0,8,no
4020,42.0,management,married,secondary,-34,no,176.0,1,no
4021,46.0,blue-collar,married,unknown,9328,yes,725.0,3,yes
4022,31.0,admin.,married,secondary,5,yes,101.0,7,no
4023,43.0,unemployed,married,secondary,3529,no,169.0,2,no
4024,48.0,blue-collar,single,tertiary,2330,yes,15.0,1,no
4025,41.0,blue-collar,married,secondary,1334,yes,234.0,5,no
4026,32.0,self-employed,married,tertiary,3601,no,171.0,15,no
4027,45.0,technician,married,tertiary,265,no,14.0,3,no
4028,52.0,admin.,single,unknown,2227,no,242.0,2,yes
4029,37.0,self-employed,married,secondary,487,no,155.0,15,no
4030,38.0,blue-collar,divorced,secondary,0,yes,580.0,1,no
4031,36.0,services,single,secondary,174,yes,223.0,2,no
4032,58.0,retired,married,secondary,14412,no,297.0,1,no
4033,37.0,management,married,tertiary,3288,no,124.0,2,no
4034,30.0,technician,single,secondary,57,no,465.0,2,no
4035,47.0,technician,married,secondary,2246,yes,330.0,1,no
4036,40.0,technician,married,secondary,4441,yes,153.0,2,no
4037,42.0,management,divorced,tertiary,0,no,131.0,2,no
4038,71.0,unknown,married,tertiary,353,no,208.0,1,no
4039,54.0,blue-collar,married,secondary,448,yes,98.0,1,no
4040,53.0,entrepreneur,married,primary,27,yes,230.0,3,yes
4041,33.0,blue-collar,divorced,secondary,474,no,400.0,2,no
4042,30.0,technician,single,tertiary,1185,yes,284.0,1,no
4043,39.0,services,divorced,secondary,282,yes,243.0,1,no
4044,32.0,blue-collar,married,secondary,2,yes,16.0,9,no
4045,34.0,technician,single,secondary,60,no,274.0,2,no
4046,39.0,self-employed,single,tertiary,3972,no,122.0,3,no
4047,75.0,retired,married,secondary,26452,no,219.0,2,no
4048,33.0,admin.,divorced,secondary,818,yes,301.0,3,no
4049,40.0,services,married,secondary,9374,yes,7.0,8,no
4050,37.0,technician,married,unknown,47,no,374.0,3,no
4051,69.0,retired,married,primary,279,no,26.0,1,no
4052,52.0,unemployed,married,primary,20,yes,172.0,1,no
4053,31.0,admin.,divorced,secondary,360,no,332.0,1,no
4054,28.0,technician,single,secondary,1532,no,253.0,1,no
4055,29.0,management,single,tertiary,1673,no,200.0,2,no
4056,46.0,services,married,secondary,2420,no,405.0,2,no
4057,28.0,blue-collar,married,secondary,100,yes,132.0,2,no
4058,41.0,admin.,married,secondary,0,no,89.0,1,no
4059,42.0,technician,divorced,secondary,1533,no,86.0,1,no
4060,34.0,admin.,single,secondary,296,no,147.0,4,no
4061,28.0,blue-collar,married,secondary,2788,yes,369.0,2,yes
4062,43.0,management,single,secondary,109,yes,64.0,3,no
4063,32.0,technician,married,secondary,485,no,98.0,14,no
4064,33.0,technician,single,tertiary,125,no,66.0,2,no
4065,70.0,retired,married,secondary,616,no,149.0,2,no
4066,36.0,services,married,secondary,3064,yes,240.0,3,no
4067,53.0,technician,married,secondary,206,no,87.0,6,no
4068,30.0,blue-collar,single,secondary,6900,no,816.0,1,no
4069,45.0,services,divorced,secondary,-179,no,155.0,2,no
4070,31.0,services,single,secondary,481,yes,106.0,2,no
4071,28.0,admin.,married,secondary,12,yes,73.0,3,no
4072,45.0,blue-collar,married,primary,0,no,574.0,5,no
4073,51.0,management,married,tertiary,176,yes,8.0,1,no
4074,53.0,management,married,primary,4086,no,14.0,3,no
4075,40.0,technician,married,secondary,257,yes,731.0,4,no
4076,53.0,blue-collar,married,primary,53,yes,208.0,1,no
4077,31.0,blue-collar,divorced,secondary,6,yes,821.0,1,no
4078,30.0,management,married,tertiary,562,no,137.0,4,no
4079,53.0,entrepreneur,married,secondary,-118,yes,101.0,3,no
4080,40.0,blue-collar,married,primary,2805,yes,173.0,6,no
4081,26.0,management,single,secondary,565,yes,582.0,11,no
4082,47.0,blue-collar,married,secondary,0,yes,676.0,1,no
4083,51.0,management,married,tertiary,1612,no,384.0,1,no
4084,45.0,unemployed,married,primary,180,yes,62.0,2,no
4085,35.0,management,married,tertiary,0,yes,295.0,3,no
4086,36.0,management,single,tertiary,876,yes,241.0,2,no
4087,57.0,admin.,married,secondary,2137,no,132.0,7,no
4088,42.0,blue-collar,married,primary,260,yes,175.0,2,no
4089,32.0,blue-collar,married,secondary,-53,yes,648.0,1,yes
4090,30.0,management,married,tertiary,944,no,251.0,2,yes
4091,36.0,technician,married,secondary,2394,no,184.0,2,no
4092,43.0,technician,married,secondary,297,yes,119.0,3,no
4093,69.0,retired,single,tertiary,2144,no,417.0,1,yes
4094,31.0,technician,single,tertiary,969,no,95.0,1,no
4095,35.0,technician,married,secondary,0,no,125.0,2,no
4096,26.0,entrepreneur,married,tertiary,37,yes,207.0,1,no
4097,46.0,technician,married,secondary,410,no,162.0,5,no
4098,30.0,technician,married,secondary,1211,yes,176.0,1,no
4099,33.0,management,single,tertiary,71,no,107.0,6,no
4100,34.0,management,married,,436,yes,28.0,1,no
4101,48.0,blue-collar,married,primary,559,yes,1231.0,2,no
4102,31.0,management,married,tertiary,1170,no,200.0,4,no
4103,46.0,management,divorced,tertiary,25,no,103.0,2,no
4104,40.0,services,married,secondary,1325,no,150.0,2,no
4105,39.0,entrepreneur,married,secondary,0,no,108.0,7,no
4106,33.0,technician,single,secondary,647,yes,124.0,1,no
4107,50.0,blue-collar,married,primary,2142,yes,309.0,2,no
4108,84.0,retired,divorced,primary,639,no,353.0,3,yes
4109,40.0,blue-collar,married,primary,177,yes,742.0,4,no
4110,55.0,management,married,tertiary,236,no,200.0,1,no
4111,40.0,services,divorced,secondary,1959,yes,177.0,1,no
4112,46.0,admin.,married,primary,96,no,151.0,2,no
4113,43.0,self-employed,single,tertiary,0,no,147.0,1,no
4114,34.0,blue-collar,married,secondary,250,yes,193.0,6,no
4115,35.0,technician,single,secondary,126,no,112.0,2,no
4116,57.0,retired,married,unknown,1621,yes,108.0,1,no
4117,25.0,student,single,secondary,8,no,107.0,2,yes
4118,32.0,self-employed,married,tertiary,189,yes,106.0,2,no
4119,52.0,retired,single,secondary,316,no,463.0,3,no
4120,31.0,self-employed,single,tertiary,-282,yes,131.0,3,no
4121,34.0,management,married,tertiary,-308,yes,140.0,2,no
4122,42.0,technician,divorced,secondary,248,no,163.0,4,no
4123,47.0,blue-collar,divorced,primary,126,yes,2456.0,2,yes
4124,50.0,self-employed,divorced,tertiary,13,yes,76.0,1,yes
4125,30.0,technician,married,secondary,-393,yes,435.0,1,yes
4126,33.0,services,single,secondary,358,yes,302.0,1,no
4127,56.0,technician,single,tertiary,917,no,306.0,1,no
4128,34.0,admin.,divorced,secondary,1268,yes,259.0,3,no
4129,33.0,technician,married,secondary,-163,yes,502.0,2,no
4130,32.0,management,single,tertiary,473,yes,72.0,2,no
4131,34.0,management,married,tertiary,4831,yes,265.0,1,no
4132,37.0,technician,married,secondary,1063,yes,413.0,2,no
4133,30.0,management,married,secondary,0,yes,756.0,3,no
4134,29.0,blue-collar,married,secondary,424,yes,241.0,2,no
4135,56.0,unemployed,divorced,primary,802,no,258.0,2,no
4136,31.0,management,married,tertiary,430,yes,137.0,16,no
4137,59.0,unknown,married,unknown,3940,no,48.0,2,no
4138,36.0,housemaid,married,secondary,2880,no,283.0,1,no
4139,51.0,blue-collar,divorced,secondary,1069,yes,247.0,2,no
4140,54.0,self-employed,divorced,primary,4382,yes,193.0,4,no
4141,37.0,management,married,tertiary,0,no,129.0,4,no
4142,32.0,technician,married,tertiary,3939,no,209.0,2,no
4143,42.0,self-employed,married,tertiary,753,no,31.0,1,no
4144,29.0,blue-collar,married,secondary,358,no,88.0,5,no
4145,52.0,blue-collar,married,primary,1141,yes,22.0,5,no
4146,40.0,technician,married,secondary,1259,no,234.0,5,no
4147,30.0,services,married,secondary,227,no,23.0,1,no
4148,55.0,entrepreneur,divorced,secondary,538,yes,353.0,2,yes
4149,49.0,management,married,tertiary,92,yes,221.0,2,no
4150,33.0,technician,married,tertiary,8023,no,196.0,1,no
4151,32.0,services,single,secondary,2478,no,395.0,1,no
4152,21.0,student,single,secondary,6844,no,126.0,3,no
4153,42.0,technician,married,secondary,440,yes,13.0,5,no
4154,56.0,self-employed,married,secondary,800,no,170.0,1,no
4155,39.0,unknown,single,secondary,914,no,20.0,1,no
4156,30.0,entrepreneur,single,secondary,638,no,358.0,6,no
4157,55.0,retired,married,secondary,159,no,159.0,1,no
4158,43.0,blue-collar,married,primary,483,yes,225.0,3,no
4159,53.0,unemployed,married,secondary,94,no,493.0,1,yes
4160,57.0,retired,married,secondary,1044,no,585.0,1,yes
4161,39.0,self-employed,single,unknown,0,no,13.0,11,no
4162,56.0,technician,divorced,tertiary,401,yes,26.0,1,no
4163,29.0,services,single,unknown,33,no,161.0,1,no
4164,38.0,blue-collar,married,primary,506,yes,122.0,1,no
4165,59.0,management,married,tertiary,1881,no,456.0,2,no
4166,42.0,technician,single,unknown,344,yes,26.0,7,no
4167,46.0,blue-collar,married,primary,0,yes,51.0,9,no
4168,31.0,admin.,married,secondary,3,yes,37.0,12,no
4169,35.0,services,divorced,secondary,221,yes,150.0,1,no
4170,50.0,self-employed,married,secondary,36,no,104.0,10,no
4171,42.0,blue-collar,married,primary,969,yes,721.0,1,no
4172,36.0,services,single,secondary,760,no,9.0,13,no
4173,25.0,admin.,single,tertiary,220,no,68.0,1,no
4174,42.0,management,single,tertiary,10907,no,74.0,3,no
4175,27.0,student,single,tertiary,-148,yes,146.0,3,no
4176,32.0,blue-collar,married,primary,415,yes,777.0,4,yes
4177,57.0,management,married,tertiary,1341,yes,339.0,2,no
4178,48.0,blue-collar,married,secondary,865,yes,78.0,2,no
4179,34.0,blue-collar,divorced,secondary,-566,yes,248.0,2,no
4180,33.0,services,married,secondary,210,yes,201.0,1,no
4181,26.0,technician,single,secondary,1275,yes,18.0,9,no
4182,50.0,blue-collar,married,secondary,579,no,83.0,4,no
4183,60.0,technician,single,tertiary,2934,no,233.0,2,no
4184,47.0,management,married,tertiary,6637,yes,174.0,2,no
4185,31.0,management,married,tertiary,271,no,89.0,1,no
4186,52.0,technician,married,tertiary,0,no,145.0,3,no
4187,36.0,services,married,secondary,472,yes,1017.0,1,no
4188,43.0,blue-collar,married,primary,487,yes,548.0,2,no
4189,30.0,technician,single,tertiary,699,yes,213.0,4,no
4190,32.0,blue-collar,married,secondary,150,no,210.0,1,no
4191,31.0,management,single,tertiary,1130,yes,224.0,3,no
4192,29.0,management,single,secondary,584,yes,541.0,19,no
4193,48.0,services,divorced,secondary,3186,no,104.0,1,no
4194,32.0,services,single,secondary,133,no,171.0,1,yes
4195,30.0,housemaid,single,tertiary,868,no,387.0,2,no
4196,48.0,blue-collar,married,secondary,480,yes,830.0,1,yes
4197,51.0,blue-collar,married,unknown,1883,yes,57.0,1,no
4198,34.0,management,married,tertiary,606,no,97.0,1,yes
4199,35.0,blue-collar,married,secondary,603,yes,474.0,2,no
4200,49.0,management,single,primary,548,no,115.0,6,no
4201,36.0,unemployed,married,secondary,-872,yes,153.0,1,no
4202,37.0,blue-collar,divorced,secondary,33,yes,106.0,2,no
4203,37.0,management,married,tertiary,1689,yes,645.0,2,no
4204,49.0,blue-collar,married,primary,902,no,210.0,2,no
4205,44.0,services,divorced,secondary,0,yes,97.0,1,no
4206,40.0,student,married,secondary,260,no,52.0,1,no
